measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,66116.37749147392,71085.32165468473,61362.51920313688
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,66526.00139064011,71668.27592136801,61705.71070346298
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,66331.85816352449,71062.27386275942,62014.85339469018
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,48280.066638790806,52426.93021823137,44267.2883501403
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,32572.24185605521,36260.359831837275,29395.303989954304
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,39478.79734374437,43000.88408224142,36242.9980323903
2,DALYs (Disability-Adjusted Life Years),196,South Africa,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,62020.309076143174,66068.84435050971,58033.78899554543
2,DALYs (Disability-Adjusted Life Years),196,South Africa,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,46340.08201565502,50649.424071606605,42421.384137071494
2,DALYs (Disability-Adjusted Life Years),196,South Africa,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,53698.0668343782,57809.83063302001,49887.60847409743
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,41966.721090252686,45515.412875006565,39001.366199734395
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,32630.369925110837,36308.90614002977,29331.37280214859
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,36977.00889459524,40478.96062898614,33836.18208718542
2,DALYs (Disability-Adjusted Life Years),46,Croatia,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,38480.30705673463,41845.769378357225,35368.93125097098
2,DALYs (Disability-Adjusted Life Years),46,Croatia,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,25904.356771144503,29195.46521331223,23051.945599680334
2,DALYs (Disability-Adjusted Life Years),46,Croatia,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,31507.081313619023,34779.73176738549,28583.23476401093
2,DALYs (Disability-Adjusted Life Years),25,Micronesia (Federated States of),1,Male,27,Age-standardized,294,All causes,3,Rate,1990,64568.66985504909,74041.09658609978,55382.24393830483
2,DALYs (Disability-Adjusted Life Years),25,Micronesia (Federated States of),2,Female,27,Age-standardized,294,All causes,3,Rate,1990,50424.24303321402,58163.82890352994,42892.167512181586
2,DALYs (Disability-Adjusted Life Years),25,Micronesia (Federated States of),3,Both,27,Age-standardized,294,All causes,3,Rate,1990,57637.58911358008,66309.00453031676,49290.797786210554
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),1,Male,27,Age-standardized,294,All causes,3,Rate,1990,51205.5166657258,55210.841154427195,47518.49593269549
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),2,Female,27,Age-standardized,294,All causes,3,Rate,1990,42059.71853774553,46293.28065331042,38261.16398669624
2,DALYs (Disability-Adjusted Life Years),142,Iran (Islamic Republic of),3,Both,27,Age-standardized,294,All causes,3,Rate,1990,46800.51644188696,50769.43880169589,43063.474019209294
2,DALYs (Disability-Adjusted Life Years),14,Maldives,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,47054.323479353625,50653.906779735844,43746.457063017086
2,DALYs (Disability-Adjusted Life Years),14,Maldives,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,48996.2991951443,53108.257000599646,45427.95937183512
2,DALYs (Disability-Adjusted Life Years),14,Maldives,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,47986.44623646226,51777.355275342954,44543.41822064789
2,DALYs (Disability-Adjusted Life Years),110,Dominica,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,38582.24263609386,42939.930993223985,34644.101930621764
2,DALYs (Disability-Adjusted Life Years),110,Dominica,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,31113.63394249033,34798.53914006441,27566.796110783627
2,DALYs (Disability-Adjusted Life Years),110,Dominica,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,34382.7927152076,38113.76708160877,30976.529279493097
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,103984.0923613974,111676.55160190693,96771.05255048683
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,88479.86439970492,95428.37992415043,82108.27809492442
2,DALYs (Disability-Adjusted Life Years),185,Rwanda,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,95641.6543512216,102792.82731664882,88895.98368403285
2,DALYs (Disability-Adjusted Life Years),57,Belarus,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,43384.73684837701,46413.15121785561,40733.99292723544
2,DALYs (Disability-Adjusted Life Years),57,Belarus,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,27147.14562876714,30413.896083936776,24151.09931181486
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,34195.08367926631,37356.40269746336,31438.936155833646
2,DALYs (Disability-Adjusted Life Years),396,San Marino,1,Male,27,Age-standardized,294,All causes,3,Rate,1990,23570.582227718434,26990.814577479345,20694.53812573509
2,DALYs (Disability-Adjusted Life Years),396,San Marino,2,Female,27,Age-standardized,294,All causes,3,Rate,1990,19853.10421177214,23659.123422275963,16582.32660867791
