measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),98,Chile,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,1990,2056.1073340486164,2159.4079448047564,1959.496284481602
2,DALYs (Disability-Adjusted Life Years),98,Chile,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,1990,1315.795761246387,1398.1578147066973,1237.7799226973184
2,DALYs (Disability-Adjusted Life Years),66,Brunei Darussalam,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,1990,4013.9240842544677,4613.515051933506,3549.0372166579023
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1990,5887.745654289026,6126.670946939617,5621.841393685582
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1990,149.07117618071544,211.84914714364487,98.49014001377964
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,1055.782141541605,1207.460922974177,931.5027050315389
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1990,120.6629152767787,174.47476923738938,79.93581616654144
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,669,Sense organ diseases,3,Rate,1990,572.36915323431,803.0242793495789,395.347867047123
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,1990,980.1781670024429,1625.5669197634743,565.5831546175392
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,558,Mental disorders,3,Rate,1990,1339.1069871038633,1750.4825073684858,984.1979102208423
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,1990,2179.125023546771,2886.976022984269,1567.4396029694265
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,1990,2048.961950698915,2513.5125911852315,1649.3804785504935
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,1990,321.97903209562776,422.07358218469227,236.9698190031804
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,1990,1843.836868697028,2084.6880955084666,1624.7424170326212
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,1223.0585987824627,1369.0992049829106,1076.4111267523178
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,956,Respiratory infections and tuberculosis,3,Rate,1990,576.1698006531565,648.373795942861,514.8240073189379
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,1990,1091.3655157741314,1244.4598796313542,976.2787725508988
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,1990,2132.8952791228744,2834.834207799969,1534.1182471612117
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,802.537937918826,967.9553519979279,666.8337834972559
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,1990,614.425400417549,683.5485685543613,560.0876649465126
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,1990,1259.9881679259092,1351.7664657227826,1071.0896065181767
2,DALYs (Disability-Adjusted Life Years),349,Greenland,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1990,248.5566252570981,362.07795803745574,169.94252706576705
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,696,Unintentional injuries,3,Rate,1990,1146.6430403122934,1447.8720320871316,922.2722482492571
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1990,5783.562898081486,5969.935970361556,5540.476898621456
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,678.2265253241443,815.4627009500289,559.2926884992316
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1990,382.1023781249848,524.2557325555397,280.8082600006329
