measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,1,Under 5,294,All causes,3,Rate,1990,207512.30752637805,229985.2400116418,186442.97505296714
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,1,Under 5,294,All causes,3,Rate,1990,221893.90745042422,245115.47905114456,200999.51988713656
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,1,Under 5,294,All causes,3,Rate,1990,214426.5571703081,237005.82952277648,193415.25791138472
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,23,5-14 years,294,All causes,3,Rate,1990,20231.720411151928,22650.237335494254,18261.05301223917
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,23,5-14 years,294,All causes,3,Rate,1990,23519.683187605984,26185.46461955112,21376.427127580668
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,23,5-14 years,294,All causes,3,Rate,1990,21805.273067593433,24296.611651056523,19762.65728659254
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,24,15-49 years,294,All causes,3,Rate,1990,28950.563374564535,32106.21989092399,25850.016655994124
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,24,15-49 years,294,All causes,3,Rate,1990,32042.631664998444,36253.714605173525,27983.143520445803
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,24,15-49 years,294,All causes,3,Rate,1990,30435.533261419834,34054.649835170996,27114.26361127104
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,25,50-69 years,294,All causes,3,Rate,1990,92555.29880103632,101372.81015586728,83661.63231409973
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,25,50-69 years,294,All causes,3,Rate,1990,77954.6718330174,85973.34334296596,70430.1045899857
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,25,50-69 years,294,All causes,3,Rate,1990,85670.54917042713,92831.44623751339,78537.69193411921
2,DALYs (Disability-Adjusted Life Years),163,India,1,Male,26,70+ years,294,All causes,3,Rate,1990,188932.57948460418,201786.28035388055,175719.358833804
2,DALYs (Disability-Adjusted Life Years),163,India,2,Female,26,70+ years,294,All causes,3,Rate,1990,179003.16485213142,190381.5515017013,167521.50231550567
2,DALYs (Disability-Adjusted Life Years),163,India,3,Both,26,70+ years,294,All causes,3,Rate,1990,183913.72144180417,193825.25193482102,173391.2773093518
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,1,Under 5,294,All causes,3,Rate,1990,77686.36329499783,88628.27709951717,67981.07548191499
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,1,Under 5,294,All causes,3,Rate,1990,60595.64996111081,68628.98574057687,53285.07335419915
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,1,Under 5,294,All causes,3,Rate,1990,69333.49583685324,78882.68592273563,61027.7863885243
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,23,5-14 years,294,All causes,3,Rate,1990,9076.690778849885,10570.844566191334,7800.056280035968
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,23,5-14 years,294,All causes,3,Rate,1990,7565.231761933746,9277.572859574337,6240.09375532758
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,23,5-14 years,294,All causes,3,Rate,1990,8334.559068183697,9877.317003144639,7031.684248505421
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,24,15-49 years,294,All causes,3,Rate,1990,26371.791347792983,29323.959661868837,23651.10308645314
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,24,15-49 years,294,All causes,3,Rate,1990,16525.498178593858,19985.837466682016,13802.762738988602
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,24,15-49 years,294,All causes,3,Rate,1990,21332.304332043183,24344.801383664766,18748.229765520497
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,25,50-69 years,294,All causes,3,Rate,1990,85317.73897123008,94348.13858912315,76928.71265551615
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,25,50-69 years,294,All causes,3,Rate,1990,51287.76138857631,57506.41352562177,46092.05284084992
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,25,50-69 years,294,All causes,3,Rate,1990,66497.29361417354,73393.29003886759,60199.67561244309
2,DALYs (Disability-Adjusted Life Years),35,Georgia,1,Male,26,70+ years,294,All causes,3,Rate,1990,167482.39355495683,180065.46616422373,155436.64156254605
2,DALYs (Disability-Adjusted Life Years),35,Georgia,2,Female,26,70+ years,294,All causes,3,Rate,1990,129087.9471879953,138412.41592181099,120211.71640825685
2,DALYs (Disability-Adjusted Life Years),35,Georgia,3,Both,26,70+ years,294,All causes,3,Rate,1990,141035.25493031408,150658.76731013122,132112.0362863278
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,1,Under 5,294,All causes,3,Rate,1990,133549.7217867026,146404.36215935674,121065.72342596298
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,1,Under 5,294,All causes,3,Rate,1990,108218.05146139604,118687.31866101947,99088.52266830788
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,1,Under 5,294,All causes,3,Rate,1990,121072.59453230683,132664.1148925337,110322.74328186254
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,23,5-14 years,294,All causes,3,Rate,1990,10401.756433481862,12187.872594391994,8984.274050844286
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,23,5-14 years,294,All causes,3,Rate,1990,9725.974680351817,11820.05967742473,8001.76711660823
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,23,5-14 years,294,All causes,3,Rate,1990,10067.305403200877,11979.871056277538,8512.37533305583
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,24,15-49 years,294,All causes,3,Rate,1990,19217.851198977743,22305.4691981851,16699.493255256235
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,24,15-49 years,294,All causes,3,Rate,1990,17491.56502793051,20886.362680066275,14454.225456111622
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,24,15-49 years,294,All causes,3,Rate,1990,18319.122843389243,21411.704850340226,15571.539171273591
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,25,50-69 years,294,All causes,3,Rate,1990,54688.615950356376,59847.43156567425,50280.978202909886
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,25,50-69 years,294,All causes,3,Rate,1990,39744.051271167125,45130.276215847625,34997.29354076154
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,25,50-69 years,294,All causes,3,Rate,1990,47009.39942924593,52234.71703223823,42525.2022669976
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,1,Male,26,70+ years,294,All causes,3,Rate,1990,121650.5255897814,129346.20493778329,114799.18471762807
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,2,Female,26,70+ years,294,All causes,3,Rate,1990,72701.59791079545,80192.66832181273,65833.17841527071
2,DALYs (Disability-Adjusted Life Years),131,Nicaragua,3,Both,26,70+ years,294,All causes,3,Rate,1990,94128.81142348747,101583.28192214896,87577.79568418267
2,DALYs (Disability-Adjusted Life Years),57,Belarus,1,Male,1,Under 5,294,All causes,3,Rate,1990,36625.97359804873,42461.71244696143,31675.160445095247
2,DALYs (Disability-Adjusted Life Years),57,Belarus,2,Female,1,Under 5,294,All causes,3,Rate,1990,27401.926895087254,31501.177345357162,23859.58951563947
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,1,Under 5,294,All causes,3,Rate,1990,32126.554858346444,37091.27165246583,27870.587203876345
2,DALYs (Disability-Adjusted Life Years),57,Belarus,1,Male,23,5-14 years,294,All causes,3,Rate,1990,7815.083964558724,9084.9811361589,6620.995669144411
2,DALYs (Disability-Adjusted Life Years),57,Belarus,2,Female,23,5-14 years,294,All causes,3,Rate,1990,6412.441135313625,7734.733556537317,5232.810939722396
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,23,5-14 years,294,All causes,3,Rate,1990,7126.740703670953,8392.856926711189,5947.780193118055
2,DALYs (Disability-Adjusted Life Years),57,Belarus,1,Male,24,15-49 years,294,All causes,3,Rate,1990,29160.509198432366,31892.46182554529,26814.489486332986
2,DALYs (Disability-Adjusted Life Years),57,Belarus,2,Female,24,15-49 years,294,All causes,3,Rate,1990,17101.436397029494,20629.452455360548,14117.241011454782
2,DALYs (Disability-Adjusted Life Years),57,Belarus,3,Both,24,15-49 years,294,All causes,3,Rate,1990,23101.245876075805,26087.732044146007,20466.932124517614
2,DALYs (Disability-Adjusted Life Years),57,Belarus,1,Male,25,50-69 years,294,All causes,3,Rate,1990,86924.41738040466,92173.99493402425,82229.18447713394
