measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,27,Age-standardized,688,Transport injuries,3,Rate,1990,2019,-0.39680031051680786,-0.37602095287542375,-0.42973238069906083
2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,27,Age-standardized,962,Maternal and neonatal disorders,3,Rate,1990,2019,-0.28603613290264973,-0.22946543500166752,-0.339762550543275
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,640,Other non-communicable diseases,3,Rate,1990,2019,-0.2918460531533181,-0.23754366278348868,-0.3502313949579119
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,542,Neurological disorders,3,Rate,1990,2019,0.041047462806653376,0.09365260685684942,-0.003935442573527546
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,653,Skin and subcutaneous diseases,3,Rate,1990,2019,0.024455076955201833,0.037539022632662185,0.009675251194812476
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,491,Cardiovascular diseases,3,Rate,1990,2019,-0.5931385151014805,-0.5634298643139619,-0.6129514095295312
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,508,Chronic respiratory diseases,3,Rate,1990,2019,-0.4408488422867989,-0.39724679121194734,-0.46894035177721805
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,626,Musculoskeletal disorders,3,Rate,1990,2019,-0.011707109809046193,0.00663890873723819,-0.029048996146035292
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,717,Self-harm and interpersonal violence,3,Rate,1990,2019,0.01654958799236312,0.08970109154853587,-0.2059878191835527
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,526,Digestive diseases,3,Rate,1990,2019,-0.46007932715555033,-0.4245586162597712,-0.4964215655530731
2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,27,Age-standardized,973,Substance use disorders,3,Rate,1990,2019,1.6137525663211707,1.9298233004624739,1.3492311585768455
2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,27,Age-standardized,974,Diabetes and kidney diseases,3,Rate,1990,2019,0.33501589268830934,0.37393913294199477,0.2981076947019036
2,DALYs (Disability-Adjusted Life Years),65,High-income Asia Pacific,3,Both,27,Age-standardized,386,Nutritional deficiencies,3,Rate,1990,2019,-0.48112996536894204,-0.4045154608940342,-0.5514446938248455
