measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,22,All Ages,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,350,African trypanosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,22,All Ages,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,351,Schistosomiasis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,22,All Ages,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,352,Cysticercosis,3,Rate,1990,0.0,0.0,0.0
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,353,Cystic echinococcosis,3,Rate,1990,0.1114159306243688,0.17718806293020345,0.05308993208227575
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,353,Cystic echinococcosis,3,Rate,1990,0.09206167587014963,0.13931729824465303,0.054071558078975374
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,22,All Ages,353,Cystic echinococcosis,3,Rate,1990,0.10161098390970986,0.1414707848415365,0.06491072180081334
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,353,Cystic echinococcosis,3,Rate,1990,0.10613211204671735,0.1660525303883215,0.052084893814038705
