measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),77,Cyprus,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,3049.405346766889,3414.785481844244,2718.5973929231836
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,22794.870614547675,25628.62572023526,20252.596799892093
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,2563.1915869323707,2919.288444712581,2290.3884324177575
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,21528.372667924705,25092.976402704964,18432.783374021292
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1654.6641841814915,1984.0668089267558,1362.3884861496385
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,22839.429572543486,25226.651254341214,20654.89165685481
2,DALYs (Disability-Adjusted Life Years),88,Malta,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,2010.9699184297817,2366.030740875929,1726.0312374826901
2,DALYs (Disability-Adjusted Life Years),67,Japan,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,16689.093163402922,19221.404654831265,14553.211694665299
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,27554.41649458654,30799.250792797688,24675.2381724548
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1574.7696125061714,1749.3659316021499,1431.6820497195133
2,DALYs (Disability-Adjusted Life Years),349,Greenland,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,32260.538875541446,35840.82391621071,29018.67466570236
2,DALYs (Disability-Adjusted Life Years),99,Uruguay,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,4172.087419150928,4658.694322941096,3801.266742674894
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,32256.409792213875,35278.37654549849,29591.74421015966
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,3292.568748056606,3730.6159331325807,2928.0718540308108
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,17561.25778385968,20718.004066089063,14855.483083057821
2,DALYs (Disability-Adjusted Life Years),78,Denmark,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,3184.7762675326826,3544.8044198229404,2896.014681354782
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,24087.68026972065,27074.725105538604,21398.199802203235
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1560.9033203394763,1720.2908900453683,1425.0964532466448
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,4960.8597269576385,5447.4240335525665,4559.441618572777
2,DALYs (Disability-Adjusted Life Years),79,Finland,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,27337.68298792159,30639.84226411932,24445.569675066086
2,DALYs (Disability-Adjusted Life Years),79,Finland,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1648.3140661116338,1829.624943330662,1503.600252929666
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,20389.004685212287,23098.193782181446,18012.52563240617
2,DALYs (Disability-Adjusted Life Years),89,Netherlands,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,2137.772264168902,2423.3514749227925,1920.4207388401749
2,DALYs (Disability-Adjusted Life Years),396,San Marino,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,2312.4506998835477,2701.13301981037,1990.7727609716726
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,24002.981317199614,26356.09614049686,21867.804977809206
2,DALYs (Disability-Adjusted Life Years),79,Finland,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,21395.892177700367,24216.333436156434,18950.22364059219
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,24247.512813320744,27249.928509426547,21542.60710515904
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1628.4677154055516,1792.470669805829,1478.8526231579258
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,294,All causes,3,Rate,2000,24748.93698531144,27711.765551603068,22195.90156384904
2,DALYs (Disability-Adjusted Life Years),68,Republic of Korea,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,2000,1902.150701073534,2173.1025798805213,1691.1356621354341
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,3025.11811891837,3361.848939881861,2765.6186151059433
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,25490.5647334208,28340.330377045302,23035.216641779483
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,2770.5048083503007,3035.328024125662,2558.2641992466874
2,DALYs (Disability-Adjusted Life Years),101,Canada,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,19593.92697899684,22369.708735144377,17177.778891281236
2,DALYs (Disability-Adjusted Life Years),90,Norway,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,25439.00490457856,28671.38358491266,22527.071269543845
2,DALYs (Disability-Adjusted Life Years),79,Finland,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,4293.476744109603,4771.526353840009,3909.4605633081896
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,20306.50124468058,22639.2317907592,18224.81828495102
2,DALYs (Disability-Adjusted Life Years),90,Norway,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1754.9292696414136,1947.2557973027003,1595.1352863821403
2,DALYs (Disability-Adjusted Life Years),69,Singapore,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,2413.5586803899314,2776.7783460310143,2137.98626911705
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,25192.057376564215,28351.298631528985,22374.132533351578
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,27,Age-standardized,295,"Communicable, maternal, neonatal, and nutritional diseases",3,Rate,1990,1738.653710086046,1899.2439607803242,1589.3348561535522
2,DALYs (Disability-Adjusted Life Years),90,Norway,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,20601.083039071356,23463.337083976414,18119.386185468164
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,27,Age-standardized,409,Non-communicable diseases,3,Rate,1990,19554.21925514437,22338.91793456024,17077.738252889692
2,DALYs (Disability-Adjusted Life Years),80,France,3,Both,27,Age-standardized,687,Injuries,3,Rate,1990,3899.184411333838,4299.279632384571,3575.3627543860334
2,DALYs (Disability-Adjusted Life Years),102,United States of America,3,Both,27,Age-standardized,294,All causes,3,Rate,1990,29357.019257744683,32925.20031737191,26194.1426383483
