measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year_start,year_end,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,393,Sexually transmitted infections excluding HIV,3,Rate,1990,2019,-0.07444315324693321,0.04902875040679858,-0.19179126332464375
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,393,Sexually transmitted infections excluding HIV,3,Rate,1990,2019,-0.12452125868690578,-0.04956450438059789,-0.19653799440088157
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1990,2019,-0.20600835541363213,-0.08380359372344842,-0.33368568985383296
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,393,Sexually transmitted infections excluding HIV,3,Rate,1990,2019,-0.07584254252349958,-0.009508883640706225,-0.14805176706456916
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,400,Acute hepatitis,3,Rate,1990,2019,-0.23936604142952872,-0.11706603830838758,-0.3455301733234683
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,400,Acute hepatitis,3,Rate,1990,2019,-0.19856224406702697,-0.06109585892168857,-0.32457371102625937
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,400,Acute hepatitis,3,Rate,1990,2019,-0.265470736347746,-0.1349219847852726,-0.3737554064645625
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,400,Acute hepatitis,3,Rate,1990,2019,-0.20473010653628684,-0.06518133943360477,-0.3301720430997518
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,408,Other unspecified infectious diseases,3,Rate,1990,2019,0.0464973232530557,0.14622242970317567,-0.08476418801632851
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,408,Other unspecified infectious diseases,3,Rate,1990,2019,0.02674795627042973,0.14007105512383022,-0.06885357626022579
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,408,Other unspecified infectious diseases,3,Rate,1990,2019,-0.07892732209850276,0.03692482448544417,-0.21420913943658584
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,408,Other unspecified infectious diseases,3,Rate,1990,2019,-0.07307268920195581,0.025699677118541996,-0.17149807808450537
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,297,Tuberculosis,3,Rate,1990,2019,-0.5171361225954924,-0.45021577614691066,-0.5797310329614235
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,297,Tuberculosis,3,Rate,1990,2019,-0.5191553446299628,-0.4579363156693989,-0.5785562121440931
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,297,Tuberculosis,3,Rate,1990,2019,-0.6588071445167158,-0.6144577464079026,-0.7020406719739991
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,297,Tuberculosis,3,Rate,1990,2019,-0.621965813827979,-0.5772360843393767,-0.6684147243660413
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,298,HIV/AIDS,3,Rate,1990,2019,-0.7617746093271347,-0.7157231206972309,-0.7974841425147887
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,298,HIV/AIDS,3,Rate,1990,2019,0.6198262446400041,0.9464550828381768,0.34746202128321935
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,298,HIV/AIDS,3,Rate,1990,2019,-0.7672849981369966,-0.7232212007349128,-0.8010891681927297
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,298,HIV/AIDS,3,Rate,1990,2019,0.7063595419708091,1.0213145243295096,0.43770637732822415
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,302,Diarrheal diseases,3,Rate,1990,2019,0.716717607100018,0.9939359493010865,0.5063599823987073
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,302,Diarrheal diseases,3,Rate,1990,2019,1.180047068738474,1.6617558275945283,0.8175174693324715
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,302,Diarrheal diseases,3,Rate,1990,2019,0.5250894390611042,0.7116006173451301,0.36808885071083725
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,302,Diarrheal diseases,3,Rate,1990,2019,0.658363321480562,0.9218356599166874,0.4585377532032008
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,321,Other intestinal infectious diseases,3,Rate,1990,2019,-0.4030830113993492,0.13271729076069438,-0.6574487730768949
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,321,Other intestinal infectious diseases,3,Rate,1990,2019,-0.3906747481878161,0.4562450682378425,-0.6954908743917837
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,321,Other intestinal infectious diseases,3,Rate,1990,2019,-0.35998051815736504,0.3104309108769361,-0.6610879372385212
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,321,Other intestinal infectious diseases,3,Rate,1990,2019,-0.3817451232190058,0.7499491525660067,-0.7428569324106528
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,322,Lower respiratory infections,3,Rate,1990,2019,-0.2399208835850108,-0.1716040727708807,-0.3106645440721042
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,322,Lower respiratory infections,3,Rate,1990,2019,-0.0866425698274716,0.0013072046745747884,-0.17977862755168672
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,27,Age-standardized,322,Lower respiratory infections,3,Rate,1990,2019,-0.5495487794460995,-0.5119760621200913,-0.5888135523174833
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,27,Age-standardized,322,Lower respiratory infections,3,Rate,1990,2019,-0.42312077015834426,-0.37577926393935535,-0.4724134102164607
2,DALYs (Disability-Adjusted Life Years),101,Canada,1,Male,22,All Ages,328,Upper respiratory infections,3,Rate,1990,2019,-0.0711229105756438,-0.0009396771079418273,-0.1340831786951934
2,DALYs (Disability-Adjusted Life Years),101,Canada,2,Female,22,All Ages,328,Upper respiratory infections,3,Rate,1990,2019,-0.08031442103343815,-0.01028245936911017,-0.14136851451341928
